Temperature - (Celsius), Year, Statistics, Country, ISO3
21.8227, 1920, Dec Average, South Africa, ZAF
22.06, 1921, Jan Average, South Africa, ZAF
22.6108, 1921, Feb Average, South Africa, ZAF
20.7755, 1921, Mar Average, South Africa, ZAF
16.9547, 1921, Apr Average, South Africa, ZAF
13.1318, 1921, May Average, South Africa, ZAF
10.6874, 1921, Jun Average, South Africa, ZAF
9.13713, 1921, Jul Average, South Africa, ZAF
11.3814, 1921, Aug Average, South Africa, ZAF
14.7207, 1921, Sep Average, South Africa, ZAF
17.6615, 1921, Oct Average, South Africa, ZAF
19.5265, 1921, Nov Average, South Africa, ZAF
21.2008, 1921, Dec Average, South Africa, ZAF
22.7021, 1922, Jan Average, South Africa, ZAF
22.2602, 1922, Feb Average, South Africa, ZAF
21.1513, 1922, Mar Average, South Africa, ZAF
18.0938, 1922, Apr Average, South Africa, ZAF
13.2451, 1922, May Average, South Africa, ZAF
10.4372, 1922, Jun Average, South Africa, ZAF
11.1291, 1922, Jul Average, South Africa, ZAF
12.3214, 1922, Aug Average, South Africa, ZAF
15.9952, 1922, Sep Average, South Africa, ZAF
18.052, 1922, Oct Average, South Africa, ZAF
19.933, 1922, Nov Average, South Africa, ZAF
22.2212, 1922, Dec Average, South Africa, ZAF
22.3542, 1923, Jan Average, South Africa, ZAF
22.1601, 1923, Feb Average, South Africa, ZAF
20.9905, 1923, Mar Average, South Africa, ZAF
16.8413, 1923, Apr Average, South Africa, ZAF
13.127, 1923, May Average, South Africa, ZAF
10.6544, 1923, Jun Average, South Africa, ZAF
10.5974, 1923, Jul Average, South Africa, ZAF
12.8077, 1923, Aug Average, South Africa, ZAF
15.7232, 1923, Sep Average, South Africa, ZAF
19.5132, 1923, Oct Average, South Africa, ZAF
21.1091, 1923, Nov Average, South Africa, ZAF
22.0639, 1923, Dec Average, South Africa, ZAF
23.0294, 1924, Jan Average, South Africa, ZAF
21.7525, 1924, Feb Average, South Africa, ZAF
19.9091, 1924, Mar Average, South Africa, ZAF
17.21, 1924, Apr Average, South Africa, ZAF
13.1371, 1924, May Average, South Africa, ZAF
10.3256, 1924, Jun Average, South Africa, ZAF
9.99367, 1924, Jul Average, South Africa, ZAF
11.665, 1924, Aug Average, South Africa, ZAF
15.0418, 1924, Sep Average, South Africa, ZAF
17.4615, 1924, Oct Average, South Africa, ZAF
19.2609, 1924, Nov Average, South Africa, ZAF
21.5783, 1924, Dec Average, South Africa, ZAF
22.0664, 1925, Jan Average, South Africa, ZAF
23.0424, 1925, Feb Average, South Africa, ZAF
20.2616, 1925, Mar Average, South Africa, ZAF
17.531, 1925, Apr Average, South Africa, ZAF
13.2318, 1925, May Average, South Africa, ZAF
9.90078, 1925, Jun Average, South Africa, ZAF
10.4121, 1925, Jul Average, South Africa, ZAF
12.9619, 1925, Aug Average, South Africa, ZAF
14.9995, 1925, Sep Average, South Africa, ZAF
17.6183, 1925, Oct Average, South Africa, ZAF
20.1441, 1925, Nov Average, South Africa, ZAF
22.345, 1925, Dec Average, South Africa, ZAF
24.004, 1926, Jan Average, South Africa, ZAF
23.3176, 1926, Feb Average, South Africa, ZAF
20.6584, 1926, Mar Average, South Africa, ZAF
17.5996, 1926, Apr Average, South Africa, ZAF
13.7986, 1926, May Average, South Africa, ZAF
10.7691, 1926, Jun Average, South Africa, ZAF
9.36408, 1926, Jul Average, South Africa, ZAF
12.1246, 1926, Aug Average, South Africa, ZAF
14.7617, 1926, Sep Average, South Africa, ZAF
17.8624, 1926, Oct Average, South Africa, ZAF
19.4232, 1926, Nov Average, South Africa, ZAF
21.7916, 1926, Dec Average, South Africa, ZAF
23.5235, 1927, Jan Average, South Africa, ZAF
22.8186, 1927, Feb Average, South Africa, ZAF
20.5003, 1927, Mar Average, South Africa, ZAF
18.0303, 1927, Apr Average, South Africa, ZAF
13.4093, 1927, May Average, South Africa, ZAF
11.0203, 1927, Jun Average, South Africa, ZAF
11.185, 1927, Jul Average, South Africa, ZAF
12.6355, 1927, Aug Average, South Africa, ZAF
16.4177, 1927, Sep Average, South Africa, ZAF
18.5114, 1927, Oct Average, South Africa, ZAF
21.0173, 1927, Nov Average, South Africa, ZAF
21.9882, 1927, Dec Average, South Africa, ZAF
22.6078, 1928, Jan Average, South Africa, ZAF
22.1918, 1928, Feb Average, South Africa, ZAF
20.7998, 1928, Mar Average, South Africa, ZAF
17.6295, 1928, Apr Average, South Africa, ZAF
13.7868, 1928, May Average, South Africa, ZAF
10.9362, 1928, Jun Average, South Africa, ZAF
10.8457, 1928, Jul Average, South Africa, ZAF
12.285, 1928, Aug Average, South Africa, ZAF
15.2689, 1928, Sep Average, South Africa, ZAF
18.1576, 1928, Oct Average, South Africa, ZAF
20.301, 1928, Nov Average, South Africa, ZAF
22.0764, 1928, Dec Average, South Africa, ZAF
22.8042, 1929, Jan Average, South Africa, ZAF
22.3653, 1929, Feb Average, South Africa, ZAF
19.9331, 1929, Mar Average, South Africa, ZAF
17.0445, 1929, Apr Average, South Africa, ZAF
14.308, 1929, May Average, South Africa, ZAF
11.4234, 1929, Jun Average, South Africa, ZAF
10.3719, 1929, Jul Average, South Africa, ZAF
12.4401, 1929, Aug Average, South Africa, ZAF
15.6922, 1929, Sep Average, South Africa, ZAF
18.6609, 1929, Oct Average, South Africa, ZAF
20.4631, 1929, Nov Average, South Africa, ZAF
21.8938, 1929, Dec Average, South Africa, ZAF
22.2832, 1930, Jan Average, South Africa, ZAF
21.8988, 1930, Feb Average, South Africa, ZAF
20.5387, 1930, Mar Average, South Africa, ZAF
17.0869, 1930, Apr Average, South Africa, ZAF
13.9442, 1930, May Average, South Africa, ZAF
10.7387, 1930, Jun Average, South Africa, ZAF
10.9127, 1930, Jul Average, South Africa, ZAF
11.9964, 1930, Aug Average, South Africa, ZAF
14.3276, 1930, Sep Average, South Africa, ZAF
18.4304, 1930, Oct Average, South Africa, ZAF
20.736, 1930, Nov Average, South Africa, ZAF
22.6288, 1930, Dec Average, South Africa, ZAF
23.146, 1931, Jan Average, South Africa, ZAF
23.426, 1931, Feb Average, South Africa, ZAF
21.4812, 1931, Mar Average, South Africa, ZAF
16.7786, 1931, Apr Average, South Africa, ZAF
15.1139, 1931, May Average, South Africa, ZAF
11.0206, 1931, Jun Average, South Africa, ZAF
10.1971, 1931, Jul Average, South Africa, ZAF
12.9628, 1931, Aug Average, South Africa, ZAF
15.5007, 1931, Sep Average, South Africa, ZAF
17.9203, 1931, Oct Average, South Africa, ZAF
20.8245, 1931, Nov Average, South Africa, ZAF
22.2213, 1931, Dec Average, South Africa, ZAF
22.323, 1932, Jan Average, South Africa, ZAF
22.7935, 1932, Feb Average, South Africa, ZAF
21.3123, 1932, Mar Average, South Africa, ZAF
19.6336, 1932, Apr Average, South Africa, ZAF
14.7284, 1932, May Average, South Africa, ZAF
11.2504, 1932, Jun Average, South Africa, ZAF
10.4737, 1932, Jul Average, South Africa, ZAF
13.2172, 1932, Aug Average, South Africa, ZAF
15.8555, 1932, Sep Average, South Africa, ZAF
18.6982, 1932, Oct Average, South Africa, ZAF
21.1653, 1932, Nov Average, South Africa, ZAF
22.0807, 1932, Dec Average, South Africa, ZAF
23.0704, 1933, Jan Average, South Africa, ZAF
23.1152, 1933, Feb Average, South Africa, ZAF
21.4226, 1933, Mar Average, South Africa, ZAF
18.2984, 1933, Apr Average, South Africa, ZAF
14.6966, 1933, May Average, South Africa, ZAF
10.646, 1933, Jun Average, South Africa, ZAF
11.0789, 1933, Jul Average, South Africa, ZAF
12.5255, 1933, Aug Average, South Africa, ZAF
15.8208, 1933, Sep Average, South Africa, ZAF
19.1069, 1933, Oct Average, South Africa, ZAF
20.1689, 1933, Nov Average, South Africa, ZAF
22.0192, 1933, Dec Average, South Africa, ZAF
