"","Temperature....Celsius.","Year","Statistics","Country","ISO3"
"304",10.7859,1986," Apr Average"," Korea  Republic of"," KOR"
"305",15.3355,1986," May Average"," Korea  Republic of"," KOR"
"306",19.6857,1986," Jun Average"," Korea  Republic of"," KOR"
"307",21.681,1986," Jul Average"," Korea  Republic of"," KOR"
"308",23.5244,1986," Aug Average"," Korea  Republic of"," KOR"
"309",17.992,1986," Sep Average"," Korea  Republic of"," KOR"
"310",11.1229,1986," Oct Average"," Korea  Republic of"," KOR"
"311",4.9447,1986," Nov Average"," Korea  Republic of"," KOR"
"312",1.38298,1986," Dec Average"," Korea  Republic of"," KOR"
"313",-2.7914,1987," Jan Average"," Korea  Republic of"," KOR"
"314",-0.1691,1987," Feb Average"," Korea  Republic of"," KOR"
"315",3.48257,1987," Mar Average"," Korea  Republic of"," KOR"
"316",10.1332,1987," Apr Average"," Korea  Republic of"," KOR"
"317",15.5428,1987," May Average"," Korea  Republic of"," KOR"
"318",20.2829,1987," Jun Average"," Korea  Republic of"," KOR"
"319",22.9172,1987," Jul Average"," Korea  Republic of"," KOR"
"320",23.0233,1987," Aug Average"," Korea  Republic of"," KOR"
"321",18.0637,1987," Sep Average"," Korea  Republic of"," KOR"
"322",14.1817,1987," Oct Average"," Korea  Republic of"," KOR"
"323",6.4866,1987," Nov Average"," Korea  Republic of"," KOR"
"324",0.40214,1987," Dec Average"," Korea  Republic of"," KOR"
"325",-2.0564,1988," Jan Average"," Korea  Republic of"," KOR"
"326",-2.0377,1988," Feb Average"," Korea  Republic of"," KOR"
"327",3.11225,1988," Mar Average"," Korea  Republic of"," KOR"
"328",10.3983,1988," Apr Average"," Korea  Republic of"," KOR"
"329",15.64,1988," May Average"," Korea  Republic of"," KOR"
"330",20.3311,1988," Jun Average"," Korea  Republic of"," KOR"
"331",22.8652,1988," Jul Average"," Korea  Republic of"," KOR"
"332",24.0726,1988," Aug Average"," Korea  Republic of"," KOR"
"333",19.2315,1988," Sep Average"," Korea  Republic of"," KOR"
"334",13.5404,1988," Oct Average"," Korea  Republic of"," KOR"
"335",4.98052,1988," Nov Average"," Korea  Republic of"," KOR"
"336",-0.2364,1988," Dec Average"," Korea  Republic of"," KOR"
"337",-0.4069,1989," Jan Average"," Korea  Republic of"," KOR"
"338",1.17871,1989," Feb Average"," Korea  Republic of"," KOR"
"339",4.72356,1989," Mar Average"," Korea  Republic of"," KOR"
"340",12.2991,1989," Apr Average"," Korea  Republic of"," KOR"
"341",16.0367,1989," May Average"," Korea  Republic of"," KOR"
"342",19.22,1989," Jun Average"," Korea  Republic of"," KOR"
"343",22.7872,1989," Jul Average"," Korea  Republic of"," KOR"
"344",23.4129,1989," Aug Average"," Korea  Republic of"," KOR"
"345",19.0448,1989," Sep Average"," Korea  Republic of"," KOR"
"346",12.5109,1989," Oct Average"," Korea  Republic of"," KOR"
"347",6.09714,1989," Nov Average"," Korea  Republic of"," KOR"
"348",1.07673,1989," Dec Average"," Korea  Republic of"," KOR"
"349",-3.4397,1990," Jan Average"," Korea  Republic of"," KOR"
"350",1.81673,1990," Feb Average"," Korea  Republic of"," KOR"
"351",5.97337,1990," Mar Average"," Korea  Republic of"," KOR"
"352",10.034,1990," Apr Average"," Korea  Republic of"," KOR"
"353",15.1725,1990," May Average"," Korea  Republic of"," KOR"
"354",20.3612,1990," Jun Average"," Korea  Republic of"," KOR"
"355",24.2132,1990," Jul Average"," Korea  Republic of"," KOR"
"356",25.4408,1990," Aug Average"," Korea  Republic of"," KOR"
"357",19.7156,1990," Sep Average"," Korea  Republic of"," KOR"
"358",13.5687,1990," Oct Average"," Korea  Republic of"," KOR"
"359",8.83481,1990," Nov Average"," Korea  Republic of"," KOR"
"360",0.37747,1990," Dec Average"," Korea  Republic of"," KOR"
"361",-2.5521,1991," Jan Average"," Korea  Republic of"," KOR"
"362",-1.6153,1991," Feb Average"," Korea  Republic of"," KOR"
