"","Temperature....Celsius.","Year","Statistics","Country","ISO3"
"169",16.0858,1975," Jan Average"," India"," IND"
"170",18.8849,1975," Feb Average"," India"," IND"
"171",23.2902,1975," Mar Average"," India"," IND"
"172",28.061,1975," Apr Average"," India"," IND"
"173",30.2808,1975," May Average"," India"," IND"
"174",28.6752,1975," Jun Average"," India"," IND"
"175",26.3973,1975," Jul Average"," India"," IND"
"176",26.2191,1975," Aug Average"," India"," IND"
"177",25.5669,1975," Sep Average"," India"," IND"
"178",24.8518,1975," Oct Average"," India"," IND"
"179",19.6209,1975," Nov Average"," India"," IND"
"180",16.8375,1975," Dec Average"," India"," IND"
"181",16.8392,1976," Jan Average"," India"," IND"
"182",19.3169,1976," Feb Average"," India"," IND"
"183",23.6646,1976," Mar Average"," India"," IND"
"184",27.1436,1976," Apr Average"," India"," IND"
"185",29.5833,1976," May Average"," India"," IND"
"186",28.6271,1976," Jun Average"," India"," IND"
"187",27.0204,1976," Jul Average"," India"," IND"
"188",25.7986,1976," Aug Average"," India"," IND"
"189",25.7317,1976," Sep Average"," India"," IND"
"190",24.9725,1976," Oct Average"," India"," IND"
"191",22.1632,1976," Nov Average"," India"," IND"
"192",17.9431,1976," Dec Average"," India"," IND"
"193",16.7486,1977," Jan Average"," India"," IND"
"194",19.6668,1977," Feb Average"," India"," IND"
"195",25.0903,1977," Mar Average"," India"," IND"
"196",27.5288,1977," Apr Average"," India"," IND"
"197",28.7208,1977," May Average"," India"," IND"
"198",28.786,1977," Jun Average"," India"," IND"
"199",26.7797,1977," Jul Average"," India"," IND"
"200",26.3393,1977," Aug Average"," India"," IND"
"201",25.9738,1977," Sep Average"," India"," IND"
"202",24.7866,1977," Oct Average"," India"," IND"
"203",22.2151,1977," Nov Average"," India"," IND"
"204",17.8271,1977," Dec Average"," India"," IND"
"205",16.37,1978," Jan Average"," India"," IND"
"206",18.7652,1978," Feb Average"," India"," IND"
"207",22.5061,1978," Mar Average"," India"," IND"
"208",27.6087,1978," Apr Average"," India"," IND"
"209",30.8458,1978," May Average"," India"," IND"
"210",29.0039,1978," Jun Average"," India"," IND"
"211",26.4265,1978," Jul Average"," India"," IND"
"212",26.0891,1978," Aug Average"," India"," IND"
"213",25.9864,1978," Sep Average"," India"," IND"
"214",24.9167,1978," Oct Average"," India"," IND"
"215",21.6326,1978," Nov Average"," India"," IND"
"216",17.7748,1978," Dec Average"," India"," IND"
"217",17.652,1979," Jan Average"," India"," IND"
"218",18.6195,1979," Feb Average"," India"," IND"
"219",22.8658,1979," Mar Average"," India"," IND"
"220",28.1836,1979," Apr Average"," India"," IND"
"221",29.4446,1979," May Average"," India"," IND"
"222",29.9296,1979," Jun Average"," India"," IND"
"223",27.5856,1979," Jul Average"," India"," IND"
"224",26.6847,1979," Aug Average"," India"," IND"
"225",26.4955,1979," Sep Average"," India"," IND"
"226",25.3055,1979," Oct Average"," India"," IND"
"227",22.435,1979," Nov Average"," India"," IND"
"228",18.3726,1979," Dec Average"," India"," IND"
"229",17.3836,1980," Jan Average"," India"," IND"
"230",20.1226,1980," Feb Average"," India"," IND"
"231",23.7006,1980," Mar Average"," India"," IND"
"232",28.875,1980," Apr Average"," India"," IND"
"233",30.8348,1980," May Average"," India"," IND"
"234",28.7126,1980," Jun Average"," India"," IND"
"235",26.9351,1980," Jul Average"," India"," IND"
"236",26.3533,1980," Aug Average"," India"," IND"
"237",26.5495,1980," Sep Average"," India"," IND"
"238",25.0923,1980," Oct Average"," India"," IND"
"239",21.3818,1980," Nov Average"," India"," IND"
"240",17.9804,1980," Dec Average"," India"," IND"
"241",16.8735,1981," Jan Average"," India"," IND"
"242",19.882,1981," Feb Average"," India"," IND"
"243",23.2613,1981," Mar Average"," India"," IND"
"244",27.7733,1981," Apr Average"," India"," IND"
"245",29.8235,1981," May Average"," India"," IND"
"246",29.8053,1981," Jun Average"," India"," IND"
"247",26.8825,1981," Jul Average"," India"," IND"
"248",26.4169,1981," Aug Average"," India"," IND"
"249",26.5037,1981," Sep Average"," India"," IND"
"250",24.7635,1981," Oct Average"," India"," IND"
"251",20.2051,1981," Nov Average"," India"," IND"
"252",17.3781,1981," Dec Average"," India"," IND"
"253",17.6862,1982," Jan Average"," India"," IND"
"254",18.9341,1982," Feb Average"," India"," IND"
"255",22.4734,1982," Mar Average"," India"," IND"
"256",27.0662,1982," Apr Average"," India"," IND"
"257",28.942,1982," May Average"," India"," IND"
"258",29.2895,1982," Jun Average"," India"," IND"
"259",28.0109,1982," Jul Average"," India"," IND"
"260",26.4472,1982," Aug Average"," India"," IND"
"261",26.4001,1982," Sep Average"," India"," IND"
"262",25.1181,1982," Oct Average"," India"," IND"
"263",21.0311,1982," Nov Average"," India"," IND"
"264",18.0868,1982," Dec Average"," India"," IND"
"265",16.7261,1983," Jan Average"," India"," IND"
"266",18.8344,1983," Feb Average"," India"," IND"
"267",23.2816,1983," Mar Average"," India"," IND"
"268",26.4294,1983," Apr Average"," India"," IND"
"269",29.3535,1983," May Average"," India"," IND"
"270",29.7668,1983," Jun Average"," India"," IND"
"271",27.5378,1983," Jul Average"," India"," IND"
"272",26.6408,1983," Aug Average"," India"," IND"
"273",26.2981,1983," Sep Average"," India"," IND"
"274",24.1935,1983," Oct Average"," India"," IND"
"275",20.0459,1983," Nov Average"," India"," IND"
"276",17.3305,1983," Dec Average"," India"," IND"
"277",16.7806,1984," Jan Average"," India"," IND"
"278",18.2225,1984," Feb Average"," India"," IND"
"279",24.5177,1984," Mar Average"," India"," IND"
"280",28.0325,1984," Apr Average"," India"," IND"
"281",30.9134,1984," May Average"," India"," IND"
"282",29.1533,1984," Jun Average"," India"," IND"
"283",26.6822,1984," Jul Average"," India"," IND"
"284",26.1618,1984," Aug Average"," India"," IND"
"285",25.5328,1984," Sep Average"," India"," IND"
"286",24.5363,1984," Oct Average"," India"," IND"
"287",20.2261,1984," Nov Average"," India"," IND"
"288",18.0755,1984," Dec Average"," India"," IND"
"289",17.3895,1985," Jan Average"," India"," IND"
"290",19.6154,1985," Feb Average"," India"," IND"
"291",25.305,1985," Mar Average"," India"," IND"
"292",28.1839,1985," Apr Average"," India"," IND"
"293",30.3156,1985," May Average"," India"," IND"
"294",29.1138,1985," Jun Average"," India"," IND"
"295",26.6554,1985," Jul Average"," India"," IND"
"296",26.4158,1985," Aug Average"," India"," IND"
"297",26.3409,1985," Sep Average"," India"," IND"
"298",23.8637,1985," Oct Average"," India"," IND"
"299",20.7517,1985," Nov Average"," India"," IND"
"300",18.4958,1985," Dec Average"," India"," IND"
"301",17.0596,1986," Jan Average"," India"," IND"
"302",19.2476,1986," Feb Average"," India"," IND"
